,city,latitude,longitude,runners,distance,population,canton
0,St-Légier-La Chiésaz,46.47171849999999,6.876770899999999,12,24209.0,nan,nan
1,St-Légier,46.47171849999999,6.876770899999999,57,24023.0,nan,nan
2,Ernen,46.39850010000001,8.1457733,1,165658.0,nan,nan
3,Lausanne,46.5196535,6.6322734,2043,0.0,135629,VD
4,Pully,46.5092681,6.6654949,312,3001.0,17807,VD
5,Chavannes-près-Renens,46.5316376,6.574969599999999,56,5363.0,nan,nan
6,F-Amiens,49.894067,2.295753,1,660413.0,nan,nan
7,Genève,46.2043907,6.1431577,503,63283.0,nan,nan
8,Poliez-le-Grand,46.63767,6.66287,6,18352.0,nan,nan
9,E-L'Hospitalet de Llobreg,41.3661865,2.1164942,1,852778.0,nan,nan
10,Zürich,47.3768866,8.541694,133,226399.0,396027,ZH
11,E-Madrid,40.4167754,-3.7037902,9,1443909.0,nan,nan
12,Lully VD,46.50538,6.4653546,11,15898.0,nan,nan
13,Rolle,46.4612971,6.3397549,46,27630.0,6109,VD
14,F-Crespieres,48.880904,1.918497,1,546441.0,nan,nan
15,Epalinges,46.54885729999999,6.674199,184,5646.0,nan,nan
16,Sion,46.2331221,7.360625999999999,53,95792.0,33532,VS
17,RUS-Ufa,54.7387621,55.9720554,2,4162776.0,nan,nan
18,Etoy,46.4860297,6.4192307,32,24579.0,nan,nan
19,F-Dardilly,45.805587,4.753184,3,220947.0,nan,nan
20,Le Mont-sur-Lausanne,46.55331229999999,6.6339915,129,5031.0,nan,nan
21,Bex,46.24998470000001,7.014266399999999,21,53903.0,nan,nan
22,J-Kanagawa,35.4475073,139.6423446,2,,nan,nan
23,GB-London,51.5073509,-0.1277583,23,922418.0,nan,nan
24,F-Reignier,46.138178,6.2666019,4,92315.0,nan,nan
25,CZ-Dubi,50.6810392,13.7888466,1,947987.0,nan,nan
26,F-Neydens,46.120361,6.104318,2,77124.0,nan,nan
27,Chardonne,46.4769475,6.8342278,22,21424.0,nan,nan
28,Chexbres,46.481692,6.7788078,34,16483.0,nan,nan
29,Cheseaux-sur-Lausanne,46.585452,6.6047712,72,8518.0,nan,nan
30,Aarau,47.390434,8.0457015,6,185627.0,20710,AG
31,Attalens,46.5103309,6.8485685,14,26326.0,nan,nan
32,Pont (Veveyse),46.59065,6.85379,1,21628.0,nan,nan
33,Bussigny,46.5517429,6.558615,82,9258.0,8214,VD
34,Préverenges,46.5175835,6.525268199999999,66,8734.0,nan,nan
35,Savigny,46.5383864,6.7321079,29,10313.0,nan,nan
36,Bolken,47.1932873,7.6631946,1,142090.0,nan,nan
37,Gippingen,n,a,2,218659.0,nan,nan
38,Münsingen,46.8746813,7.5627528,3,402186.0,11813,BE
39,Ecublens VD,46.5296363,6.561525199999999,121,5703.0,nan,nan
40,Bern,46.9479739,7.4474468,88,103424.0,131554,BE
41,F-Panissieres,45.79191,4.3387019,1,266747.0,nan,nan
42,Echandens-Denges,n,a,39,9530.0,nan,nan
43,Untersiggenthal,47.4978612,8.2638309,1,211482.0,nan,nan
44,Düdingen,46.8464198,7.191017899999999,4,79659.0,nan,nan
45,Bernex,46.1771419,6.0764849,22,69325.0,nan,nan
46,I-Castelletto Ticino (NO),45.706711,8.626339699999999,1,285293.0,nan,nan
47,F-Montlucon,46.3415466,2.6019912,1,416999.0,nan,nan
48,Farvagny-le-Petit,46.7288715,7.0734191,2,62028.0,nan,nan
49,F-Allinges,46.33514599999999,6.463344999999999,6,81826.0,nan,nan
50,Chavornay,46.7088129,6.5707689,25,26336.0,nan,nan
51,Lonay,46.52664679999999,6.5205487,26,15462.0,nan,nan
52,COL-Cali,3.45246,-76.535758,2,,nan,nan
53,Vevey,46.4628333,6.8419192,139,18470.0,19453,VD
54,Chavannes-des-Bois,46.3158782,6.133292600000001,4,50803.0,nan,nan
55,F-Besancon,47.237829,6.024053899999999,32,125989.0,nan,nan
56,F-St Genis Pouilly,46.2437479,6.02513,23,68935.0,nan,nan
57,F-St Jean d'Aulps,46.234581,6.655653999999999,2,97476.0,nan,nan
58,Yverdon-les-Bains,46.7784736,6.641183,84,38118.0,29700,VD
59,La Neuveville,47.0632023,7.0912628,8,89696.0,3693,BE
60,L-Mondercange,49.5309365,5.9907689,1,432769.0,nan,nan
61,Echallens,46.6410996,6.634450800000001,59,15935.0,nan,nan
62,Cottens VD,46.5720815,6.4539944,2,21391.0,nan,nan
63,Croy,55.96113,-4.039556,3,1815413.0,nan,nan
64,F-Segny,46.296423,6.073436999999999,3,58554.0,nan,nan
65,Prangins,46.3943352,6.2492927,24,38772.0,nan,nan
66,I-Milano (MI),45.4654219,9.1859243,2,329714.0,nan,nan
67,Mézières VD,46.5955273,6.7702883,7,16781.0,nan,nan
68,F-Amberieu en Bugey,45.95843600000001,5.359556,2,167308.0,nan,nan
69,F-Arles,43.676647,4.6277769,1,490145.0,nan,nan
70,Crassier,46.3744662,6.1635803,6,45506.0,nan,nan
71,Viganello,46.0123679,8.969114900000001,3,382529.0,nan,nan
72,St-Sulpice VD,46.51011399999999,6.558195100000001,56,6476.0,nan,nan
73,D-Legau,47.8579596,10.1299662,1,423586.0,nan,nan
74,Aadorf,47.4884348,8.9035411,1,272435.0,nan,nan
75,Bottmingen,47.5233885,7.5723451,1,202257.0,nan,nan
76,Nyon,46.3832683,6.2347852,116,41754.0,20088,VD
77,Satigny,46.215764,6.0332425,6,68238.0,nan,nan
78,La Chaux-de-Fonds,47.1034892,6.832783800000001,30,89627.0,38957,NE
79,Renens VD,46.53381,6.59137,105,3677.0,nan,nan
80,Crissier,46.55186870000001,6.5743458,76,9014.0,7730,VD
81,Mies,46.3033989,6.1695935,14,50976.0,nan,nan
82,Meyrin,46.2283204,6.070988,24,65136.0,22152,GE
83,QAT-Doha,25.2854473,51.53103979999999,1,5892729.0,nan,nan
84,F-Divonne les Bains,46.358168,6.136039999999999,37,50218.0,nan,nan
85,F-Nice,n,a,2,544874.0,nan,nan
86,Fribourg,46.8064773,7.161971899999999,82,76314.0,38489,FR
87,Sullens,46.5935962,6.5660091,18,14913.0,nan,nan
88,Villars-le-Terroir,46.65755,6.639048900000001,9,18120.0,nan,nan
89,F-Villeurbanne,45.771944,4.8901709,4,207152.0,nan,nan
90,Gumefens,46.6767042,7.0757631,4,54864.0,nan,nan
91,F-Nernier,46.364982,6.304619,1,88380.0,nan,nan
92,Muri b. Bern,46.9350521,7.498472799999999,5,115377.0,nan,nan
93,Arni-Islisberg,47.31862,8.42056,1,229249.0,nan,nan
94,F-Rennes,48.117266,-1.6777926,2,820053.0,nan,nan
95,Lutry,46.5088803,6.6827638,107,5160.0,9747,VD
96,E-Barcelona,41.3850639,2.1734035,5,846531.0,nan,nan
97,Noréaz,46.8036084,7.0269211,3,51466.0,nan,nan
98,Glion,46.432164,6.9255565,6,375462.0,nan,nan
99,Ain-Est Athletisme,n,a,1,,nan,nan
100,St-Prex,46.4829113,6.458343500000001,54,18033.0,nan,nan
101,F-Neuvecelle,46.394984,6.612114,11,65761.0,nan,nan
102,Corsier-sur-Vevey,46.4725243,6.8482854,18,25499.0,nan,nan
103,Belmont-sur-Lausanne,46.5191267,6.678912299999999,41,5497.0,nan,nan
104,Assens,55.2702263,9.9008188,6,1311495.0,nan,nan
105,Ins,47.0060765,7.105617199999999,3,,nan,nan
106,F-Douvaine,46.3048689,6.299196999999999,17,79874.0,nan,nan
107,Le Vaud,46.4781748,6.2388488,11,44919.0,nan,nan
108,Froideville,46.601503,6.6822073,27,13950.0,nan,nan
109,Châtel-St-Denis,46.5269159,6.901089499999999,30,31385.0,nan,nan
110,Onex,46.183541,6.1002345,12,69458.0,18635,GE
111,Unterengstringen,47.4136272,8.448918299999999,2,219413.0,nan,nan
112,Sierre,46.29413110000001,7.533536199999999,21,110896.0,16711,VS
113,Ollon VD,46.2957462,6.9916269,8,51165.0,nan,nan
114,La Tour-de-Trême,46.60833299999999,7.06667,14,53380.0,21991,FR
115,F-Les Hopitaux Vieux,46.789994,6.369194999999999,1,53554.0,nan,nan
116,Marin-Epagnier,47.0091808,7.0015896,11,80882.0,nan,nan
117,F-Fontenay sous Bois,48.851542,2.475907,2,524923.0,nan,nan
118,Les Charbonnières,46.6662974,6.315135,2,319492.0,nan,nan
119,Begnins,46.4408426,6.2477524,8,36946.0,nan,nan
120,F-Amoros,38.3407659,-0.7056422,1,1361521.0,nan,nan
121,Paudex,46.5051579,6.6723034,12,3835.0,nan,nan
122,Morges,46.5088127,6.496130099999999,156,14937.0,15676,VD
123,Eclépens,46.6525234,6.529665899999999,12,23420.0,nan,nan
124,Courrendlin,47.3393271,7.373463699999999,1,145623.0,nan,nan
125,Morrens VD,46.5910697,6.6256805,6,11847.0,nan,nan
126,Collombey,46.2710282,6.9459483,13,50461.0,nan,nan
127,DK-Snekkersten,56.010163,12.585491,2,1372075.0,nan,nan
128,F-Grenoble,45.188529,5.724524,12,205473.0,nan,nan
129,Romanel-sur-Morges,46.5555532,6.5108738,5,17314.0,nan,nan
130,Vufflens-le-Château,46.5250638,6.47441,21,15943.0,nan,nan
131,Yens,n,a,8,21262.0,nan,nan
132,F-Paris,48.856614,2.3522219,54,518065.0,nan,nan
133,Gollion,46.5852808,6.5067932,8,19882.0,nan,nan
134,I-San Lazzaro di Savena (,44.4689738,11.4218161,1,551642.0,nan,nan
135,Pampigny,46.580344,6.427485900000001,16,23799.0,nan,nan
136,Vallorbe,46.71199650000001,6.3791102,21,46835.0,nan,nan
137,Neuchâtel,46.9899874,6.9292732,74,73151.0,33712,NE
138,Coppet,46.31661949999999,6.1935705,10,50894.0,3137,VD
139,Yvorne,46.3315011,6.958394999999999,6,44946.0,nan,nan
140,F-Marseille,43.296482,5.36978,2,521537.0,nan,nan
141,F-Ancenis,47.365464,-1.177491,1,806655.0,nan,nan
142,Orbe,46.7293301,6.5323588,23,33474.0,6852,VD
143,Pfäffikon ZH,47.3661671,8.7866772,2,249658.0,nan,nan
144,Chéserex,46.40056999999999,6.17475,5,42773.0,nan,nan
145,Vuisternens-devant-Romont,46.6557858,6.929977399999999,3,48534.0,nan,nan
146,Jongny,46.48264529999999,6.8470796,24,22837.0,nan,nan
147,Apples,n,a,15,6544851.0,nan,nan
148,Gland,46.4203001,6.2698809,60,36306.0,12727,VD
149,La Conversion,48.287338,6.057081,32,295422.0,nan,nan
150,Poliez-Pittet,46.6274641,6.6819435,6,18962.0,nan,nan
151,Boudry,46.9542921,6.8478409,14,66231.0,5720,NE
152,F-Archamps,46.135197,6.130955999999999,2,77708.0,nan,nan
153,Pura,15.6200321,120.6516265,1,,nan,nan
154,I-Perugia (PG),43.1107168,12.3908279,3,776294.0,nan,nan
155,F-Ornex,43.167451,1.247519,7,63176.0,nan,nan
156,F-Evian les Bains,46.401488,6.590948999999999,26,66239.0,nan,nan
157,E-Sant Cugat Del Valles,41.4720702,2.0865154,1,841229.0,nan,nan
158,F-St Julien en Genevois,46.144516,6.081338,10,73169.0,nan,nan
159,Basel,47.5595986,7.5885761,50,204000.0,175617,BS
160,Villars-sous-Yens,46.5101868,6.428715100000001,6,19367.0,nan,nan
161,F-Labergement Sainte Mari Proches Aidants 10 km,n,a,1,,nan,nan
162,F-Saint point lac,46.82782160000001,6.325603399999999,1,63660.0,nan,nan
163,Vouvry,46.3363829,6.891011199999999,15,43956.0,nan,nan
164,Clarens,-28.5143573,28.4104684,38,12917416.0,nan,nan
165,E-Bilbao,43.2630126,-2.9349852,1,1092703.0,nan,nan
166,Servion,46.57147,6.77879,17,16786.0,nan,nan
167,Colombier NE,46.9668714,6.8589727,21,67052.0,nan,nan
168,Puidoux,46.4988452,6.7691772,23,16664.0,nan,nan
169,Bramois,46.2334172,7.4056447,5,100187.0,nan,nan
170,Bercher,46.6920622,6.708587,1,24222.0,nan,nan
171,Chêne-Bougeries,46.1983939,6.1851258,17,66250.0,11222,GE
172,Yvonand,46.7994765,6.7455463,10,46069.0,nan,nan
173,Vessy,46.1824417,6.1666044,17,78723.0,nan,nan
174,Carouge GE,46.1829674,6.1378539,53,74541.0,nan,nan
175,Wiedlisbach,47.2512653,7.6453444,2,145804.0,2270,BE
176,Mariastein,40.4076633,-84.4838865,1,580100.0,nan,nan
177,Corgémont,47.1938407,7.1416277,1,119688.0,nan,nan
178,Winterthur,39.8088766,-75.6037351,21,247523.0,108044,ZH
179,Les Geneveys-sur-Coffrane,47.01735,6.85254,4,78148.0,nan,nan
180,I-Stezzano (BG),45.6522386,9.6540397,1,366146.0,nan,nan
181,Leysin,46.3435634,7.012033,53,61079.0,nan,nan
182,Genolier,46.4349956,6.217922,10,38923.0,nan,nan
183,Dättwil AG,47.4550943,8.287015,1,204355.0,nan,nan
184,Giez,45.751988,6.246100999999999,1,129679.0,nan,nan
185,Montreux,46.4312213,6.9106799,31,30344.0,26433,VD
186,Vernier,46.2122638,6.1052686,32,63099.0,34655,GE
187,Savagnier,47.0509433,6.956111600000001,5,82762.0,nan,nan
188,L'Isle,46.6183489,6.4134809,9,27265.0,nan,nan
189,Ursy,46.6344043,6.83538,11,28236.0,nan,nan
190,F-Le Tholy,48.082773,6.743957,2,245488.0,nan,nan
191,Sommentier,46.633337,6.916671,1,29722.0,nan,nan
192,Tübach,47.4867194,9.452286899999999,1,317508.0,nan,nan
193,La Tour-de-Peilz,46.4533165,6.8612781,93,26231.0,11421,VD
194,F-Ste Feyre,46.13952099999999,1.91504,1,482419.0,nan,nan
195,Tatroz,46.5262301,6.8680862,1,24019.0,nan,nan
196,Veytaux,46.42071019999999,6.9286409,9,32185.0,nan,nan
197,Charrat,46.12287,7.13284,1,75065.0,nan,nan
198,La Rippe,46.3815158,6.150842,6,46170.0,nan,nan
199,Grandvaux,46.5030476,6.721573599999999,25,9995.0,nan,nan
200,F-Mery sur Cher,47.24827399999999,1.992231,1,528277.0,nan,nan
201,Männedorf,47.2574625,8.6946733,1,261468.0,10588,ZH
202,F-Issy les Moulineaux,48.8245306,2.2743419,10,517389.0,nan,nan
203,Essertines-sur-Rolle,46.492086,6.3173032,4,34237.0,nan,nan
204,I-Trento (TN),46.0747793,11.1217486,1,544212.0,nan,nan
205,La Croix (Lutry),46.51612,6.70135,12,7074.0,nan,nan
206,GR-Elaiones Pylaias,n,a,2,,nan,nan
207,Penthalaz,46.6097989,6.525440199999999,31,16465.0,nan,nan
208,Romanel-sur-Lausanne,46.5630648,6.603945,43,5974.0,nan,nan
209,I-Aosta (AO),45.7349551,7.313076199999999,4,146772.0,nan,nan
210,Ayent,46.2765711,7.4058146,7,104864.0,nan,nan
211,Champlan (Grimisuat),46.2469153,7.3717634,1,103025.0,nan,nan
212,F-Hartmannswiller,47.861553,7.216853,2,251762.0,nan,nan
213,Arveyes,46.29093,7.062189999999999,5,59927.0,nan,nan
214,J-Yawata City,34.8755551,135.7076209,6,,nan,nan
215,F-Illkirch Graffenstaden,48.52854,7.711011,1,331581.0,nan,nan
216,Prilly,46.5346449,6.6052401,77,2788.0,11968,VD
217,Aubonne,46.49532910000001,6.3918325,26,24600.0,3240,VD
218,Bure,53.5933498,-2.2966054,3,1296561.0,nan,nan
219,F-Versailles,48.8048649,2.1203554,2,521102.0,nan,nan
220,Bogis-Bossey,46.352546,6.1654551,6,48180.0,nan,nan
221,Carrouge VD,46.6043933,6.7748157,13,17119.0,nan,nan
222,Chavannes-de-Bogis,46.3435262,6.162147699999999,7,47121.0,nan,nan
223,F-Catenay,49.513651,1.320872,2,662863.0,nan,nan
224,Studen BE,47.1115805,7.302630199999999,2,110416.0,nan,nan
225,Cureglia,46.0371189,8.945431,2,380851.0,nan,nan
226,Bremgarten AG,47.34917739999999,8.3397905,1,208197.0,nan,nan
227,Blonay,46.4647104,6.8946536,50,27385.0,nan,nan
228,Mollie-Margot,46.55668,6.75057,12,13040.0,nan,nan
229,F-Port Lesney,47.00195799999999,5.825084899999999,1,115805.0,nan,nan
230,F-Annemasse,46.19325300000001,6.234158,21,86918.0,nan,nan
231,F-Publier,46.387104,6.542815999999999,4,70420.0,nan,nan
232,S-Stockholm,59.32932349999999,18.0685808,3,1982283.0,nan,nan
233,Neyruz FR,46.7685914,7.065865199999999,10,68760.0,nan,nan
234,I-Mantova (MN),45.1564168,10.7913751,1,503712.0,nan,nan
235,Ravoire,45.556935,5.971687999999999,1,153007.0,nan,nan
236,Chermignon,46.2885965,7.475380499999999,2,118585.0,nan,nan
237,F-Noaillan,44.479551,-0.366154,4,811101.0,nan,nan
238,Vufflens-la-Ville,46.5787989,6.539418,15,12620.0,nan,nan
239,F-Gaillard,46.18468499999999,6.208959,8,85990.0,nan,nan
240,F-St Paul en Chablais,46.379455,6.630401,1,70271.0,nan,nan
241,F-Montreuil,48.863812,2.448451,3,523426.0,nan,nan
242,Engelberg,46.8200266,8.4069918,4,248929.0,nan,nan
243,F-Ouveillan,43.292732,2.968821,1,599477.0,nan,nan
244,Savièse,46.2511752,7.349158099999999,12,97403.0,nan,nan
245,Nidau,47.0935327,7.2328515,5,105095.0,6955,BE
246,Longirod,46.4951923,6.2585349,9,36860.0,nan,nan
247,Combremont-le-Petit,46.7494,6.80999,1,37170.0,nan,nan
248,St-Blaise,47.013611,6.9849397,10,78405.0,nan,nan
249,Biel/Bienne,47.1367785,7.2467909,32,105384.0,54163,BE
250,Kerzers,46.97488999999999,7.1954365,1,87679.0,nan,nan
251,Charmey (Gruyère),46.6175845,7.1654493,1,63366.0,nan,nan
252,Lugano,46.0036778,8.951051999999999,6,381752.0,63583,TI
253,F-Viry,48.837781,-0.888482,6,1115695.0,nan,nan
254,Camorino,46.1636142,9.0052405,3,358199.0,nan,nan
255,Villars-sur-Ollon,46.3,7.05,3,57900.0,nan,nan
256,F-Montagnole,45.538237,5.908586,1,156066.0,nan,nan
257,F-Saint Julien,43.690787,5.908373999999999,3,419575.0,nan,nan
258,F-La Terrasse,45.323803,5.930623,2,184720.0,nan,nan
259,F-Branges,46.645112,5.1744389,1,229176.0,nan,nan
260,Manno,46.0342979,8.9194112,1,378322.0,nan,nan
261,Vulliens,46.622324,6.792134400000001,4,19781.0,nan,nan
262,Bulle,46.6154512,7.057726799999999,44,52290.0,21991,FR
263,Villeneuve FR,46.7464845,6.868663,1,34255.0,nan,nan
264,F-La Rochelle,46.160329,-1.151139,1,854520.0,nan,nan
265,Geneva,46.2043907,6.1431577,5,63283.0,198072,GE
266,Monthey,46.2521873,6.9469598,43,56146.0,17512,VS
267,F-Thoiry,46.236466,5.979909999999999,16,73583.0,nan,nan
268,F-Plaisir,48.817223,1.949075,1,536050.0,nan,nan
269,Grand-Lancy,46.1781048,6.1233726,21,67499.0,nan,nan
270,Mont-sur-Rolle,46.4693048,6.340543599999999,18,28098.0,nan,nan
271,Crans-près-Céligny,46.3598471,6.206461900000001,10,44851.0,nan,nan
272,F-Cotebrune,47.253908,6.312708,1,114824.0,nan,nan
273,Cousset,46.81832,6.977279999999999,2,47274.0,nan,nan
274,Chbles FR,46.109173,6.701535,1,139244.0,nan,nan
275,F-Lyon,45.764043,4.835659,17,211365.0,nan,nan
276,Vésenaz,46.23936,6.19754,13,68902.0,nan,nan
277,Mathod,46.7674276,6.5656279,3,35824.0,nan,nan
278,Geneve,46.2043907,6.1431577,4,63283.0,nan,nan
279,Affoltern am Albis,47.2795081,8.4540083,1,234177.0,11695,ZH
280,Worb,46.93011019999999,7.5635394,7,121143.0,nan,nan
281,F-Doubs,47.1969824,6.3126004,2,109282.0,nan,nan
282,F-Tigery,48.64538899999999,2.503193,2,490073.0,nan,nan
283,F-Maxilly sur Leman,46.40004,6.635004899999999,4,63434.0,nan,nan
284,F-Metabief,46.773705,6.350552,5,52873.0,nan,nan
285,Wettingen,47.4659503,8.3265988,7,208103.0,20298,AG
286,D-Gomadingen,48.3993121,9.391195999999999,1,392730.0,nan,nan
287,St-Maurice,46.13168719999999,6.958372,5,,nan,nan
288,F-Jarnac,45.681389,-0.1739169,2,677867.0,nan,nan
289,Novalles,46.8283942,6.595685599999999,2,49614.0,nan,nan
290,GB-Chorley,53.653511,-2.632596,1,1297005.0,nan,nan
291,F-Morteau,47.05698,6.604106,3,94903.0,nan,nan
292,D-Viernheim,49.5412437,8.5784877,1,458564.0,nan,nan
293,Echichens,46.5260528,6.498251199999999,6,14640.0,nan,nan
294,Presinge,46.21860299999999,6.2535283,1,74313.0,nan,nan
295,Cugnasco,46.1757927,8.9221883,1,364739.0,nan,nan
296,La Chaux (Cossonay),46.61805,6.473059999999999,4,22628.0,nan,nan
297,Moudon,46.6698891,6.7975224,21,23765.0,5925,VD
298,Belfaux,46.8221516,7.1043531,8,73971.0,nan,nan
299,F-Fontaine,-11.6653222,27.4847982,1,796037.0,nan,nan
300,Choulex,46.2233187,6.2244344,2,70563.0,nan,nan
301,Estavayer-le-Lac,46.8496401,6.845060800000001,10,57030.0,6208,FR
302,Riaz,46.6415102,7.062369299999999,7,50569.0,nan,nan
303,Cossonay-Ville,46.61452999999999,6.507239999999999,30,18590.0,nan,nan
304,Mollens VD,46.5770664,6.363767,2,31215.0,nan,nan
305,Siviriez,46.6585092,6.877722,2,32800.0,nan,nan
306,F-Joinville le Pont,48.821267,2.472043,2,520392.0,nan,nan
307,F-Izon,44.920034,-0.361672,3,742453.0,nan,nan
308,Glattbrugg,47.4346801,8.567109799999999,3,228094.0,nan,nan
309,Lentigny,45.9961709,3.981732999999999,4,310166.0,nan,nan
310,Cheiry,46.7512379,6.8368752,3,35868.0,nan,nan
311,Dietlikon,47.42519859999999,8.6162283,3,235186.0,nan,nan
312,Les Cullayes,46.5720997,6.754306799999999,5,13965.0,nan,nan
313,F-Premanon,46.463023,6.031912,5,65051.0,nan,nan
314,Chambésy,46.2420331,6.1435559,5,60889.0,nan,nan
315,F-Gy,4.860416,-58.93018,1,,nan,nan
316,F-Montjean sur Loire,47.38791800000001,-0.859788,4,772899.0,nan,nan
317,Tüscherz-Alfermée,47.1182329,7.197441899999999,2,101265.0,nan,nan
318,Vuissens,46.7370399,6.764964,2,31425.0,nan,nan
319,F-Arc les Gray,47.456876,5.584124,2,175104.0,nan,nan
320,GB-Ulverston,54.195138,-3.09267,1,1400916.0,nan,nan
321,Epagny,45.93813,6.090965000000001,4,101335.0,nan,nan
322,Grattavache,46.599999,6.916665999999999,2,29484.0,nan,nan
323,F-Thonon les Bains,46.373565,6.477634999999999,23,76314.0,nan,nan
324,Bavois,46.6860182,6.565371799999999,12,25103.0,nan,nan
325,F-Balma,43.606098,1.500032,5,744084.0,nan,nan
326,Bremblens,46.5454875,6.5186099,6,13451.0,nan,nan
327,Chailly-Montreux,46.451924,6.896046999999999,7,26863.0,nan,nan
328,USA-Chantilly,38.8942786,-77.43109919999999,1,,nan,nan
329,Rothenthurm,47.1029154,8.6749618,1,262519.0,nan,nan
330,F-Belleville,38.5200504,-89.9839935,3,,nan,nan
331,Aarburg,47.3205914,7.9066923,1,167671.0,7723,AG
332,F-Bellevaux,46.256606,6.530689,1,123457.0,nan,nan
333,F-Valençay,47.16073799999999,1.568095,1,572573.0,nan,nan
334,St-Sulpice NE,46.910069,6.562324599999999,1,69755.0,nan,nan
335,D-Weil am Rhein,47.5934368,7.6198121,3,204442.0,nan,nan
336,Corcelles-le-Jorat,46.6064999,6.742288899999999,5,15386.0,nan,nan
337,Noville,46.3807941,6.9002856,3,38903.0,nan,nan
338,F-Le Mans,48.00611000000001,0.199556,7,680373.0,nan,nan
339,ALG-Tizi Ouzou,36.7021906,4.0593255,3,2518823.0,nan,nan
340,Baden,48.5699281,8.5303972,5,,19012,AG
341,D-Berlin,52.52000659999999,13.404954,10,1063920.0,nan,nan
342,F-Brinckheim,47.626165,7.458703000000001,1,215849.0,nan,nan
343,F-Wattwiller,47.835925,7.176868,1,257035.0,nan,nan
344,Vaumarcus,46.8781484,6.7550836,2,54470.0,nan,nan
345,Grand-Saconnex,46.2331904,6.1231633,21,59922.0,12107,GE
346,CAN-Mont St-Hilaire,n,a,1,,nan,nan
347,I-Fiano Romano (RM),42.1702573,12.5922521,1,873257.0,nan,nan
348,Aigle,46.3190253,6.970566,36,45741.0,9942,VD
349,Cormondrèche,46.98504,6.8723478,3,71212.0,nan,nan
350,Versoix,46.2876938,6.1657813,22,52799.0,13263,GE
351,F-Strasbourg,48.5734053,7.752111299999999,7,337063.0,nan,nan
352,F-Chadron,42.8294187,-102.9999069,1,,nan,nan
353,Martigny,46.1049798,7.075533399999999,23,70395.0,17651,VS
354,Bouveret,46.3835529,6.854975199999999,13,45110.0,nan,nan
355,Muraz (Collombey),46.2710282,6.9459483,11,48180.0,nan,nan
356,Les Ponts-de-Martel,46.999113,6.733554799999999,1,82030.0,nan,nan
357,Dombresson,47.07096629999999,6.9549699,3,82688.0,nan,nan
358,Cortaillod,46.9431271,6.8467863,15,64830.0,nan,nan
359,Bottens,n,a,7,12864.0,nan,nan
360,Miège,46.3114322,7.547542699999999,2,116004.0,nan,nan
361,Chapelle-sur-Moudon,46.6689929,6.734637900000001,1,21175.0,nan,nan
362,Enney,46.566664,7.083324999999999,1,59048.0,nan,nan
363,St-Livres,46.5076838,6.3875649,4,28103.0,nan,nan
364,Payerne,46.8220266,6.9405663,14,45890.0,9460,VD
365,F-Versonnex,46.304598,6.098042,5,55729.0,nan,nan
366,F-St Avertin,47.367854,0.7269049999999999,1,626912.0,nan,nan
367,Les Monts-de-Corsier,46.5120289,6.8901786,7,32509.0,nan,nan
368,Cully,45.565921,-122.6066627,16,9102.0,"1,700?",VD
369,Massongex,46.2427101,6.9879867,5,54405.0,nan,nan
370,Chamby,46.4492037,6.9138696,1,29477.0,nan,nan
371,F-Frasne,46.856048,6.159485999999999,2,78423.0,nan,nan
372,F-Perouse,42.938004,12.6216211,1,806543.0,nan,nan
373,Saignelégier,47.2561774,6.996402199999999,3,114529.0,nan,nan
374,Bévilard,47.23717,7.2866,2,126974.0,nan,nan
375,Vauderens,46.616667,6.850003,6,27042.0,nan,nan
376,St-Saphorin (Lavaux),46.4732766,6.7961822,5,14498.0,nan,nan
377,Concise,n,a,2,49847.0,nan,nan
378,Bretigny/Morrens,46.5980923,6.641246,1,10896.0,nan,nan
379,F-Le Cailar,43.67556,4.236198,2,486713.0,nan,nan
380,Troistorrents,46.2312995,6.9194416,11,56224.0,nan,nan
381,Cournillens,46.85000400000001,7.100008,1,78985.0,nan,nan
382,F-Ville la Grand,46.2016149,6.2471439,10,88752.0,nan,nan
383,Hauteville,46.6703036,7.1101245,2,55882.0,nan,nan
384,Grandsivaz,46.792269,6.968614,1,46135.0,nan,nan
385,Vaulruz,46.620589,6.9891773,5,43639.0,nan,nan
386,F-Morez,46.5239422,6.0223705,2,70245.0,nan,nan
387,Veyras,46.3045233,7.5389954,5,353659.0,nan,nan
388,F-Bonnieres sur Seine,49.03745199999999,1.578521,1,576797.0,nan,nan
389,Sainte-Croix,46.8217968,6.502222199999999,1,1536292.0,nan,nan
390,I-Torino (TO),45.070312,7.686856499999999,1,257216.0,nan,nan
391,F-Arenthon,46.106375,6.3335,1,98327.0,nan,nan
392,Le Sentier,37.0986603,-93.1115214,8,724077.0,nan,nan
393,Gryon,46.2778331,7.0675893,8,65252.0,nan,nan
394,Les Avants,46.4533014,6.942904599999999,4,32745.0,nan,nan
395,Locarno,46.16699879999999,8.7942643,3,252057.0,15968,TI
396,Veyrier,46.1685728,6.1689583,17,79061.0,11273,GE
397,Founex,46.3328701,6.192647,23,49218.0,nan,nan
398,Sézenove,46.1633691,6.057474,1,71704.0,nan,nan
399,Carrouge VCarrougeD,n,a,1,,nan,nan
400,Neuenhof,47.4494044,8.3274948,3,207256.0,nan,nan
401,Vercorin,46.257222,7.530556,2,120892.0,nan,nan
402,St-Léonard,50.688548,1.627891,5,766143.0,nan,nan
403,Yverdon,46.7784736,6.641183,3,38118.0,29700,VD
