,city,latitude,longitude,runners,distance,population,canton
1215,Attiswil,47.2471427,7.6131632,1,147991.0,nan,nan
1216,F-Nointot,49.59839299999999,0.476859,1,699130.0,nan,nan
1217,FI-Pietarsaari,63.6744036,22.6966088,2,2821504.0,nan,nan
1218,FI-Espoo,60.2054911,24.6559001,2,2610972.0,nan,nan
1219,Luzern,47.05016819999999,8.3093072,4,215511.0,nan,nan
1220,N-Skien,59.1881606,9.6127694,1,1726192.0,nan,nan
1221,Chavannes-le-Veyron,46.6057547,6.4512676,1,24595.0,nan,nan
1222,Corminboeuf,46.8111587,7.1058977,1,73762.0,nan,nan
1223,Tägerwilen,47.65557099999999,9.1312081,2,293474.0,nan,nan
1224,F-Mareil Marly,48.882174,2.076817,1,533750.0,nan,nan
1225,F-Marnay,47.294919,5.773137999999999,1,151477.0,nan,nan
1226,Niederweningen,47.5077974,8.378886399999999,1,216570.0,nan,nan
1227,F-Bourg en Bresse,46.20516749999999,5.2255007,4,172752.0,nan,nan
1228,F-Longeville Mont D'or,46.753914,6.316812,1,88646.0,nan,nan
1229,Embrach,47.509856,8.5938067,2,239387.0,nan,nan
1230,GB-Nottingham,52.95478319999999,-1.1581086,2,1142192.0,nan,nan
1231,Cham,49.2238643,12.6620845,2,708701.0,15954,ZG
1232,I-Viareggio (LU),43.8657267,10.2513103,3,527952.0,nan,nan
1233,F-Ayse,46.082621,6.437595,1,109591.0,nan,nan
1234,N-Drbak,n,a,1,903020.0,nan,nan
1235,Triengen,47.2354436,8.076161899999999,1,191469.0,nan,nan
1236,F-Wettingen,47.4659503,8.3265988,1,208103.0,nan,nan
1237,Naters,46.3239282,7.9916569,8,148278.0,nan,nan
1238,Pregassona,46.0208046,8.975589,2,382107.0,nan,nan
1239,F-Albertville,34.2675937,-86.20886689999999,1,,nan,nan
1240,Zwillikon,47.28762160000001,8.4312741,1,234127.0,nan,nan
1241,DK-Virum,55.794614,12.461796,1,1344579.0,nan,nan
1242,Schüpfen,47.037219,7.376169999999999,6,117318.0,nan,nan
1243,J-Tokyo,n,a,4,,nan,nan
1244,Thörishaus,46.89502299999999,7.351012799999999,1,92271.0,nan,nan
1245,Wavre,50.7158956,4.6128075,1,620918.0,nan,nan
1246,Gampelen,47.014664,7.057894699999999,2,84526.0,nan,nan
1247,F-Richwiller,47.779024,7.285138,1,241952.0,nan,nan
1248,Langenthal,47.2120786,7.790562299999999,2,159196.0,15447,BE
1249,Morgins,46.2382,6.8519,4,66277.0,nan,nan
1250,F-Wentzwiller,47.549627,7.47103,1,213977.0,nan,nan
1251,F-Bron,45.73331599999999,4.911926999999999,2,210784.0,nan,nan
1252,F-Coillonges sous Salève,46.141043,6.144851999999999,1,75009.0,nan,nan
1253,F-Fontenay le Comte,46.465972,-0.8065,1,828881.0,nan,nan
1254,L-Hesperange,49.5708937,6.152703,1,434843.0,nan,nan
1255,F-Vaujany,45.15738,6.073805,1,259480.0,nan,nan
1256,Démoret,46.7473825,6.756715199999999,1,31399.0,nan,nan
1257,St-Oyens,46.498721,6.3082679,1,35276.0,nan,nan
1258,Chevroux,46.8893493,6.9079618,1,65532.0,nan,nan
1259,Territet,46.4268939,6.9231307,4,31179.0,nan,nan
1260,F-Valdahon,47.147594,6.345523,3,98660.0,nan,nan
1261,Bretigny-sur-Morrens,46.5980923,6.641246,6,10896.0,nan,nan
1262,F-Pouilley les Vignes,47.25771,5.934594,1,135324.0,nan,nan
1263,Chevilly,48.7649765,2.3581919,2,23348.0,nan,nan
1264,E-Sevilla,37.3890924,-5.9844589,1,1832627.0,nan,nan
1265,F-St Point Lac,30.220969,-93.159948,2,,nan,nan
1266,GB-Taunton,51.015344,-3.106849,1,1156237.0,nan,nan
1267,S-Smedstorp,55.549901,14.1160985,1,1444726.0,nan,nan
1268,GB-Enniskillen,54.34382429999999,-7.6315336,2,1700794.0,nan,nan
1269,St-Martin VS,46.1732924,7.443315199999999,1,114830.0,nan,nan
1270,Sembrancher,46.076873,7.154902499999999,1,85502.0,984,VS
1271,Granges (Veveyse),46.5246606,6.8294732,2,22102.0,nan,nan
1272,UAE-Dubai,25.2048493,55.2707828,1,6401539.0,nan,nan
1273,Vezia,46.0272487,8.9371,3,379376.0,nan,nan
1274,Sergy,46.251997,5.999084,1,73497.0,nan,nan
1275,PL-Boleslawiec,51.2658553,15.5657397,1,1084463.0,nan,nan
1276,I-St.Pierre (AO),45.7101357,7.2319773,1,153872.0,nan,nan
1277,F-Darvault,48.271214,2.736352,1,439537.0,nan,nan
1278,Chamoson,46.2016649,7.2259937,4,87449.0,nan,nan
1279,F-Veyrier du Lac,45.88170700000001,6.178,2,109174.0,nan,nan
1280,D-Efringen-Kirchen,47.6561741,7.562046499999999,2,213418.0,nan,nan
1281,Kappelen,47.0612319,7.266835299999999,1,100974.0,nan,nan
1282,Olten,47.3499624,7.9037033,3,171459.0,17833,SO
1283,Travers,42.6090756,-113.7369596,2,,10905,NE
1284,Rombach,n,a,1,196851.0,nan,nan
1285,D-Augsburg,48.3705449,10.89779,1,513460.0,nan,nan
1286,D-Bielefeld,52.0302285,8.532470800000002,1,833823.0,nan,nan
1287,J-Saitama,35.8617292,139.6454822,1,,nan,nan
1288,F-Aureville,43.481392,1.452132,2,741750.0,nan,nan
1289,F-Nogent sur Marne,48.83763099999999,2.481699,1,523216.0,nan,nan
1290,S-Huddinge,n,a,1,1971415.0,nan,nan
1291,J-Higashi-Osaka-shi,34.6793301,135.6010123,2,,nan,nan
1292,Rehetobel,47.4260992,9.4829689,1,320119.0,nan,nan
1293,Wolfwil,47.26940210000001,7.795551000000001,1,158693.0,nan,nan
1294,B-Bertrix,49.854235,5.2535561,2,517367.0,nan,nan
1295,Pleigne,47.4072829,7.289801499999998,1,159393.0,nan,nan
1296,Neuhaus SG,47.24299,8.94376,1,284845.0,nan,nan
1297,NL-Naarden,52.2952549,5.160423799999999,1,913916.0,nan,nan
1298,F-St Michel sur Meurthe,48.316576,6.887967,1,337237.0,nan,nan
1299,Orsonnens,46.716665,7.000004,1,48320.0,nan,nan
1300,Walchwil,47.100183,8.5162335,3,250661.0,nan,nan
1301,FI-Inkeroinen,60.7015646,26.8495316,1,2729784.0,nan,nan
1302,Arni BE,46.9341939,7.651244599999999,1,128772.0,nan,nan
1303,D-Landshut,48.5441917,12.1468532,1,602467.0,nan,nan
1304,FL-Triesenberg,n,a,1,345450.0,nan,nan
1305,Rüti ZH,47.2566995,8.854421,1,262277.0,nan,nan
1306,Boningen,47.306647,7.8563888,1,166558.0,nan,nan
1307,Speicher,49.93614050000001,6.6374691,1,566169.0,nan,nan
1308,Urtenen-Schönbühl,47.02056779999999,7.499723999999999,1,116685.0,nan,nan
1309,Glis,46.310833,7.978055999999999,2,146316.0,13088,VS
1310,Läufelfingen,47.3950432,7.855840799999999,1,173375.0,nan,nan
1311,Oensingen,47.2902794,7.715873599999999,2,153854.0,nan,nan
1312,D-Konstanz,47.6779496,9.173238399999999,1,293700.0,nan,nan
1313,Hunzenschwil,47.3864912,8.1226224,5,189958.0,nan,nan
1314,Moosseedorf,47.0145991,7.484578399999999,2,115794.0,nan,nan
1315,Villars-le-Comte,46.7094724,6.7982451,2,34299.0,nan,nan
1316,F-Genas,45.732041,5.001291,1,213579.0,nan,nan
1317,D-Villingen-Schwenningen,48.0594021,8.4640869,2,326309.0,nan,nan
1318,R-Baia Mare,47.6567387,23.5849881,1,1630727.0,nan,nan
1319,H-Erd,47.3919718,18.904544,3,1214371.0,nan,nan
1320,F-Vallieres,45.902416,5.935814,1,111671.0,nan,nan
1321,D-Würzburg,49.79130439999999,9.9533548,1,575299.0,nan,nan
1322,Rossemaison,47.3463644,7.342868299999999,1,151341.0,nan,nan
1323,D-Ingersheim,48.096948,7.302058000000001,2,469502.0,nan,nan
1324,Niederwangen b. Bern,46.9257018,7.372031799999999,2,97476.0,nan,nan
1325,Ueberstorf,46.8647695,7.311732300000001,1,93831.0,nan,nan
1326,L-Remich,49.54501699999999,6.367422200000001,1,442979.0,nan,nan
1327,"A-Linz, Donau",48.30694,14.28583,1,806979.0,nan,nan
1328,DK-Jyllinge,55.748496,12.110293,2,1333016.0,nan,nan
1329,D-Freiburg,47.9990077,7.842104299999999,1,268448.0,nan,nan
1330,D-Magdeburg,52.1205333,11.6276237,1,943958.0,nan,nan
1331,D-Bad Oeynhausen,52.2084623,8.8009706,1,862274.0,nan,nan
1332,Bonvillars,46.83923610000001,6.6714518,5,45791.0,nan,nan
1333,J-Setagaya-Ku Tokyo,35.6465721,139.6532473,1,,nan,nan
1334,Saas Grund,46.1229266,7.936553200000001,2,161023.0,nan,nan
1335,Wildberg,48.6246322,8.741096599999999,1,418542.0,nan,nan
1336,Solothurn,47.2088348,7.532291,10,147195.0,16721,SO
1337,Staufen,47.8823873,7.7286645,1,250580.0,nan,nan
1338,D-Kiefersfelden,47.61814589999999,12.1868662,1,590988.0,nan,nan
1339,CZ-Praha,50.0755381,14.4378005,2,910670.0,nan,nan
1340,F-Feternes,46.353215,6.563747999999999,1,73848.0,nan,nan
1341,Areuse,46.9350683,6.7099327,1,65737.0,nan,nan
1342,B-Wemmel,50.91032,4.3009225,1,658698.0,nan,nan
1343,F-Jassans Riottier,45.984091,4.758901,1,229233.0,nan,nan
1344,Wädenswil,47.2296871,8.6718189,1,251291.0,21569,ZH
1345,F-Longchaumois,46.462359,5.928928,2,82792.0,nan,nan
1346,Choëx,46.23956580000001,6.951180399999999,2,59711.0,nan,nan
1347,CZ-Zabrusany,50.6049573,13.7874959,1,937940.0,nan,nan
1348,B-Huizingen,50.74657,4.27369,1,744750.0,nan,nan
1349,F-Mions,45.6629628,4.9532038,2,230768.0,nan,nan
1350,F-Passonfontaine,47.106505,6.417003999999999,2,102329.0,nan,nan
1351,F-Narbonne,43.184277,3.003078,1,598922.0,nan,nan
1352,B-Grand-Leez,50.58374,4.77469,1,603213.0,nan,nan
1353,F-Frontenex,45.63267099999999,6.311863,1,192154.0,nan,nan
1354,Les Tavernes,46.5543134,6.8119109,2,17150.0,nan,nan
1355,Schlieren,47.3982611,8.448795,1,220990.0,18414,ZH
1356,F-Castelmaurou,43.67731999999999,1.53247,1,754682.0,nan,nan
1357,F-Istres,43.513006,4.987968,1,501759.0,nan,nan
1358,F-Draillant,46.304823,6.458367,1,84471.0,nan,nan
1359,Gordola,46.1809063,8.8608089,3,260704.0,4511,TI
1360,Genthod,46.2644048,6.1546616,8,62965.0,nan,nan
1361,La Brévine,46.98035,6.60687,2,94696.0,nan,nan
1362,F-Burdignin,46.220676,6.423034899999999,1,107763.0,nan,nan
1363,F-Chalons en Champagne,48.956682,4.363073,2,446232.0,nan,nan
1364,Evionnaz,46.1782231,7.0223787,5,61167.0,nan,nan
1365,F-Moulins,46.568059,3.334417,3,348022.0,nan,nan
1366,F-Mouthe,46.7100859,6.192737999999999,1,69800.0,nan,nan
1367,Kirchberg BE,47.0864542,7.583897599999999,2,126322.0,nan,nan
1368,Illnau,47.4272742,8.6903376,1,245319.0,16298,ZH
1369,F-Le Grand Bornand,45.942027,6.426698999999999,1,124524.0,nan,nan
1370,F-Gennevilliers,48.925525,2.293275,2,528741.0,nan,nan
1371,F-Chessy,48.87846159999999,2.7657959,1,535597.0,nan,nan
1372,F-Lachaux,45.994079,3.596309,1,349438.0,nan,nan
1373,F-Dijon,47.322047,5.04148,3,200633.0,nan,nan
1374,Dizy,49.064663,3.96844,1,473242.0,nan,nan
1375,Avry-devant-Pont,46.683338,7.083329,4,55776.0,nan,nan
1376,F-Cuvat,45.976323,6.117028899999999,1,94226.0,nan,nan
1377,Vers chez les blancs,46.5546082,6.694340599999999,1,8417.0,nan,nan
1378,F-Damprichard,47.24403,6.882225999999999,1,121434.0,nan,nan
1379,F-Betton,48.182829,-1.643459,1,824691.0,nan,nan
1380,F-Montrouge,48.816363,2.317384,1,512059.0,nan,nan
1381,F-Saint Leu la Forêt,49.019157,2.247531,1,545174.0,nan,nan
1382,F-Onnion,46.17136499999999,6.480171899999999,1,111813.0,nan,nan
1383,Essertes,46.5623699,6.7891283,3,15906.0,nan,nan
1384,Fiaugères,46.583334,6.883335,1,24510.0,nan,nan
1385,F-Meobecq,46.736839,1.4123159,3,541366.0,nan,nan
1386,F-Granges Narboz,46.8793774,6.317002899999999,2,71102.0,nan,nan
1387,F-Marboue,48.1135949,1.331419,1,554007.0,nan,nan
1388,F-Eschentzwiller,47.712665,7.398798999999999,1,227190.0,nan,nan
1389,Mont-la-Ville,46.6465391,6.4093478,5,30783.0,nan,nan
1390,F-Gennes,47.339678,-0.233325,2,717469.0,nan,nan
1391,Vullierens,46.5748369,6.4844452,1,21403.0,nan,nan
1392,F-Tassin la Demi Lune,45.761337,4.776921,1,216715.0,nan,nan
1393,Rupperswil,47.4051347,8.1290407,2,189780.0,nan,nan
1394,F-Saint Romain de Jaliona,45.7578752,5.218223,1,194615.0,nan,nan
1395,F-St Gervais les Bains,45.892013,6.712187,1,146318.0,nan,nan
1396,B-Amay,50.5482792,5.3096648,1,598847.0,nan,nan
1397,Lamboing,47.1173739,7.1362656,1,98714.0,nan,nan
1398,Les Friques,46.900001,6.983338,1,74189.0,nan,nan
1399,Dietikon,47.4053885,8.39977,5,216192.0,26633,ZH
1400,B-Libramont-Chevigny,49.9183927,5.3745927,1,508222.0,nan,nan
1401,F-St Blaise,47.013611,6.9849397,1,78405.0,nan,nan
1402,F-St Maur des Fosses,48.8029439,2.485429,1,518853.0,nan,nan
1403,F-Fontaines sur Saone,45.835806,4.845543,1,212345.0,nan,nan
1404,D-Dornstetten,48.4711448,8.4991121,2,378563.0,nan,nan
1405,Bellach,47.2130237,7.5002095,3,148756.0,nan,nan
1406,R-Reghin,46.7710931,24.700762,1,1805106.0,nan,nan
1407,F-Le Mont Saint-Adrien,49.445322,2.003958,1,611471.0,nan,nan
1408,Lasuanne,46.5196535,6.6322734,1,0.0,nan,nan
1409,F-Antony,48.759255,2.302553,1,505946.0,nan,nan
1410,F-Gieres,45.1800489,5.791126999999999,1,203538.0,nan,nan
1411,F-Beaumont,30.080174,-94.1265562,3,,nan,nan
1412,Les Evouettes,46.36250010000001,6.877044,1,41842.0,nan,nan
1413,F-Montmerle sur Saone,46.079318,4.759725,1,204112.0,nan,nan
1414,Bubendorf,47.44891459999999,7.736072099999999,1,181423.0,nan,nan
1415,F-Montmorency,48.989778,2.321878,2,545046.0,nan,nan
1416,GB-Cockermouth,54.663261,-3.367985,1,1422487.0,nan,nan
1417,Krinau,47.3173506,9.0497485,1,298889.0,nan,nan
1418,FL-Vaduz,n,a,1,335347.0,nan,nan
1419,Moléson village,46.5487879,7.0171018,1,61735.0,nan,nan
1420,F-Arcon,46.947668,6.377791999999999,1,74022.0,nan,nan
1421,Saubraz,46.5143439,6.3304638,1,30624.0,nan,nan
1422,Le Crêt-près-Semsales,46.60903,6.90966,1,28286.0,nan,nan
1423,Conches,48.958511,0.938357,3,66868.0,nan,nan
1424,F-Koestlach,47.5064629,7.271204999999999,1,162167.0,nan,nan
1425,Flawil,47.41337069999999,9.1870297,1,294665.0,10368,SG
1426,Laupen BE,46.9035653,7.238690099999999,1,86031.0,nan,nan
1427,Fontainemelon,47.0564305,6.890549999999999,1,82520.0,nan,nan
1428,Thierrens,46.7040793,6.753842000000001,3,25692.0,nan,nan
1429,Rapperswil SG,47.2266239,8.818437399999999,2,267768.0,nan,nan
1430,Liebefeld,46.933331,7.416668,2,100561.0,nan,nan
1431,F-Elancourt,48.78290699999999,1.960077,2,534422.0,nan,nan
1432,GB-Chinley,53.3382689,-1.939154,1,1218887.0,nan,nan
1433,F-Waldighofen,47.5507498,7.316332399999999,1,225804.0,nan,nan
1434,I-Travacò Siccomario (PV) G.S. AVIS Pavia,n,a,1,362727.0,nan,nan
1435,CHN-Beijing,39.904211,116.407395,3,,nan,nan
1436,E-Galapagar Madrid,40.5768377,-4.005802699999999,1,1481012.0,nan,nan
1437,Léchelles,46.82891,7.01603,1,51134.0,nan,nan
1438,Brig,46.3158992,7.987820800000001,3,147640.0,13088,VS
1439,D-Spangdahlem,49.985679,6.684337999999999,1,577624.0,nan,nan
1440,F-Reims,n,a,4,486397.0,nan,nan
1441,F-Dieppe,49.922992,1.077483,1,704579.0,nan,nan
1442,Habstetten,46.97562070000001,7.497145799999998,1,113112.0,nan,nan
1443,B-Wanze,50.5344663,5.2141303,1,596789.0,nan,nan
1444,Brügg BE,47.1237068,7.281258800000001,2,108220.0,nan,nan
1445,Les Agettes,46.2086498,7.376780999999999,2,108266.0,nan,nan
1446,Arbedo,46.21485070000001,9.0463112,1,351514.0,nan,nan
1447,Claro,46.25298,9.02308,1,354202.0,nan,nan
1448,Gwatt (Thun),46.723,7.623,1,141811.0,nan,nan
1449,Steckborn,47.66804519999999,8.982282399999999,1,286193.0,3726,TG
1450,Gontenschwil,47.2801607,8.1447557,1,192685.0,nan,nan
1451,Heimberg,46.7842257,7.6054974,1,134688.0,nan,nan
1452,Glattfelden,47.5598578,8.4993768,2,233007.0,nan,nan
1453,Tuggen,47.20264359999999,8.9423674,1,281375.0,nan,nan
1454,Mendrisio,45.8713339,8.984132899999999,3,397854.0,14938,TI
1455,F-St Pierre en Faucigny,46.060761,6.36696,1,105608.0,nan,nan
1456,E-Badajoz,38.8794495,-6.9706535,1,1737094.0,nan,nan
1457,Gorgier,46.9037505,6.7809412,1,57737.0,nan,nan
1458,F-Lignol le Chateau,48.22388,4.808543999999999,3,324682.0,nan,nan
1459,F-Praz sur Arly,45.837751,6.571761,1,149594.0,nan,nan
1460,Colombier VD,46.5563035,6.4728374,4,18959.0,nan,nan
1461,F-Mieussy,46.133933,6.524324,1,113247.0,nan,nan
1462,Le Pâquier-Montbarry,46.5847809,7.0640031,1,54257.0,nan,nan
1463,F-Thones,45.882031,6.324761,1,119193.0,nan,nan
1464,F-Norges la Ville,47.407612,5.071075,1,210360.0,nan,nan
1465,Buttes,43.6448198,-113.1841378,1,,nan,nan
1466,L-Howald,49.58500739999999,6.1413535,1,433394.0,nan,nan
1467,F-Saverne,48.741963,7.361647,1,351371.0,nan,nan
1468,F-L'Albenc,45.225036,5.439711,1,258430.0,nan,nan
1469,F-Charbuy,47.824215,3.465444,1,369906.0,nan,nan
1470,I-Casciago (VA),45.8333727,8.7816865,1,317871.0,nan,nan
1471,Palézieux-Village,46.5547204,6.8297563,4,18851.0,nan,nan
1472,I-Parma (PR),44.801485,10.3279036,1,455504.0,nan,nan
1473,F-Aubry du Hainaut,50.36933699999999,3.465765,1,659735.0,nan,nan
1474,F-Chainaz les Frasses,45.773521,5.9965,1,121916.0,nan,nan
1475,Corcelles-près-Concise,46.8464708,6.705935900000001,2,48304.0,nan,nan
1476,F-Aspach,48.9675903,9.3968064,1,485452.0,nan,nan
1477,F-Carrouge VD,46.6043933,6.7748157,1,17119.0,nan,nan
1478,F-Fontenay Aux Roses,48.789776,2.287181,1,511668.0,nan,nan
1479,Dino,n,a,1,,nan,nan
1480,I-Veduggio con Colzano (M ASD Happy Runner,n,a,1,,nan,nan
1481,I-Rome (RM),41.9027835,12.4963655,1,898621.0,nan,nan
1482,Glovelier,47.3345052,7.204715600000001,1,143542.0,nan,nan
1483,F-Houdan,48.789808,1.601126,1,560027.0,nan,nan
1484,F-Maille,47.0527019,0.580328,2,666191.0,nan,nan
1485,Amriswil,47.5449717,9.300240900000002,1,299019.0,13113,TG
1486,F-Loisin,46.288307,6.309101999999999,1,80456.0,nan,nan
1487,Zäziwil,46.9018575,7.661496899999999,1,129209.0,nan,nan
1488,Posieux,46.76667,7.100008,1,65311.0,nan,nan
1489,Losone,46.1688136,8.7608755,1,248712.0,6517,TI
1490,D-Owen,39.3603429,-86.8220341,1,,nan,nan
1491,F-Clamart,48.799815,2.257289,1,517549.0,nan,nan
1492,Montcherand,46.73381000000001,6.50864,4,37812.0,nan,nan
1493,F-Rignac,44.40951,2.287737,1,634658.0,nan,nan
1494,A-Graz-Ragnitz,47.07776,15.50287,1,956468.0,nan,nan
1495,F-Bourg les Valence,44.94703699999999,4.894633,1,310087.0,nan,nan
1496,Murten,46.92922110000001,7.120184,5,82570.0,8120,FR
1497,Athenaz (Avusy),46.1547255,6.007014,5,74929.0,nan,nan
1498,F-Maule,48.909203,1.849405,1,558330.0,nan,nan
1499,E-La Bisbal d'Emporda,n,a,1,755417.0,nan,nan
1500,Cudrefin,46.9529982,7.0231305,3,81120.0,1516,VD
1501,Châtonnaye,46.7541947,6.9389834,1,39562.0,nan,nan
1502,F-Pers Jussy,46.109625,6.264520999999999,1,96093.0,nan,nan
1503,Reconvilier,47.2347446,7.225916700000001,2,124800.0,nan,nan
1504,F-Orleans,47.902964,1.909251,1,517402.0,nan,nan
1505,Clarmont,46.5468467,6.4499056,4,,nan,nan
1506,F-St Andre de Boege,46.1907489,6.3952,1,104032.0,nan,nan
1507,USA-New York NY,40.7127837,-74.0059413,1,,nan,nan
1508,F-Bois Colombes,48.917402,2.269675,1,527986.0,nan,nan
1509,Täuffelen,47.0669686,7.200158799999999,1,101848.0,nan,nan
1510,F-Les Fins,47.078625,6.6286189,2,98423.0,nan,nan
1511,Salvenach,46.9112996,7.1512083,1,85283.0,nan,nan
1512,St-Aubin FR,46.88974839999999,6.9806203,2,511194.0,nan,nan
1513,F-Bonnetage,47.1889665,6.7116906,1,117163.0,nan,nan
1514,F-Ajaccio,41.919229,8.738635,1,871660.0,nan,nan
1515,BR-Vitoria ES,-20.2976178,-40.2957768,1,,nan,nan
1516,F-Venissieux,45.699594,4.8844649,3,215408.0,nan,nan
1517,Oberwil BL,47.5159745,7.558200299999999,3,203775.0,nan,nan
1518,F-Achenheim,48.5787059,7.624762999999999,1,334934.0,nan,nan
1519,Soral,46.1444245,6.043746,2,74511.0,nan,nan
1520,Schmitten FR,46.85552,7.248589999999999,1,85407.0,nan,nan
1521,Herzogenbuchsee,47.189468,7.707769799999999,5,142162.0,nan,nan
1522,B-Woluwe-Saint-Pierre,50.8299809,4.4335038,1,639492.0,nan,nan
1523,Binningen,47.53786969999999,7.570987799999998,3,201332.0,15225,BL
1524,E-S.Jose Rinconada,n,a,1,,nan,nan
1525,Vollèges,46.0871799,7.1704747,4,87193.0,nan,nan
1526,F-Pomponne,48.881511,2.690963,1,532159.0,nan,nan
1527,F-Limeil Brevannes,48.7461849,2.492154,1,515127.0,nan,nan
1528,Phentalaz,n,a,1,,nan,nan
1529,Cossonay,46.6135327,6.5081849,8,18590.0,3647,VD
1530,F-Lugrin,46.4024969,6.665832,3,61082.0,nan,nan
1531,CAN-Sherbrodke,n,a,1,,nan,nan
1532,F-Valleiry,46.108059,5.96789,5,86775.0,nan,nan
1533,Laupersdorf,47.31186150000001,7.652041499999999,1,159252.0,nan,nan
1534,Gattikon,47.2949282,8.5644799,1,239621.0,nan,nan
1535,Saint-Maurice,31.7596089,-92.95904829999999,1,,4494,VS
1536,L-Bridel,n,a,1,444182.0,nan,nan
1537,F-Les Combes,43.978626,3.484439,1,228386.0,nan,nan
1538,Avry-sur-Matran,46.7882048,7.0702972,1,68466.0,nan,nan
1539,D-Bad Nauheim,50.3672668,8.739391399999999,1,558807.0,nan,nan
1540,Onnens FR,46.783337,7.033339,1,51103.0,nan,nan
1541,F-Bartenheim,47.634335,7.477188,1,213957.0,nan,nan
1542,Pailly,46.700334,6.674291299999999,1,23981.0,nan,nan
1543,D-Neuenburg am Rhein,47.8140501,7.559168700000001,1,231847.0,nan,nan
1544,F-Les Marches,45.498866,6.000293,1,159723.0,nan,nan
1545,F-Carrieres sous Poissy,48.945484,2.037356,1,546490.0,nan,nan
1546,I-Mottalciata (BI),45.5055353,8.2080094,2,256406.0,nan,nan
1547,Vernayaz,46.13465,7.03959,1,66257.0,nan,nan
1548,F-Jouhe,47.140915,5.489104999999999,1,172112.0,nan,nan
1549,USA-Cromwell,41.5950989,-72.6453705,2,,nan,nan
1550,F-Métabief,46.773705,6.350552,3,52873.0,nan,nan
1551,F-Loulle,46.708815,5.881235999999999,1,105818.0,nan,nan
1552,GB-Fleet,n,a,1,977875.0,nan,nan
1553,F-Taverny,49.027441,2.223507,2,548971.0,nan,nan
1554,B-Brugge,51.209348,3.2246995,1,773143.0,nan,nan
1555,D-Stuttgart,48.7758459,9.1829321,4,440336.0,nan,nan
1556,D-Kiel,54.3232927,10.1227652,2,1106589.0,nan,nan
1557,I-Sori (GE),44.3718704,9.101152599999999,1,3808418.0,nan,nan
1558,F-Vaulnaveys le Bas,45.1049144,5.8025508,1,214252.0,nan,nan
1559,Gossens,46.7400869,6.701652999999999,1,44485.0,nan,nan
1560,F-Couzeix,45.877448,1.238798,1,562908.0,nan,nan
1561,F-Vertou,47.168194,-1.473378,1,843154.0,nan,nan
1562,Isérables,46.16251219999999,7.2444663,1,94207.0,nan,nan
1563,La Tzoumaz,46.1451509,7.233068799999999,1,96358.0,nan,nan
1564,F-Echalas,45.55118299999999,4.716959999999999,1,242296.0,nan,nan
1565,Bassecourt,47.3389072,7.2427009,1,143848.0,nan,nan
1566,Fontenais,47.4022014,7.0803088,1,151239.0,nan,nan
1567,Baar,47.1953729,8.526087,4,238013.0,23561,ZG
1568,GB-Penzance,50.118798,-5.537592,1,1369943.0,nan,nan
1569,Broc,46.6042074,7.0974945,4,56078.0,nan,nan
1570,Suen VS,46.1823693,7.4372621,1,114095.0,nan,nan
1571,Kilchberg ZH,47.3220092,8.5452125,2,235998.0,nan,nan
1572,F-Montfort l'Amaury,48.772563,1.815425,1,546863.0,nan,nan
1573,F-Brochon,47.239337,4.9703609,1,209754.0,nan,nan
1574,I-Pescia (PT),43.90732089999999,10.6891311,2,571727.0,nan,nan
1575,Gy,4.860416,-58.93018,1,,nan,nan
1576,D-Willich,51.2654601,6.544265900000001,1,741157.0,nan,nan
1577,Courtelary,47.1783274,7.072954699999999,2,103272.0,nan,nan
1578,Lengnau BE,47.18076,7.3692807,1,116565.0,nan,nan
1579,Wohlen AG,47.3493653,8.2768762,1,202423.0,nan,nan
1580,Esslingen,48.7433425,9.320112199999999,1,455574.0,nan,nan
1581,F-Bresles,49.40872599999999,2.252507,1,609699.0,nan,nan
1582,F-Equeurdreville Hainnevi,49.648868,-1.653674,1,869823.0,nan,nan
1583,F-Le Biot,46.263064,6.631395899999999,1,93366.0,nan,nan
1584,F-Serrieres en Chautagne,45.880811,5.842855999999999,1,121794.0,nan,nan
1585,Petit Lancy,46.1923106,6.115584699999999,1,65980.0,nan,nan
1586,F-Allonzier la Caille,46.002645,6.11616,1,93673.0,nan,nan
1587,F-L'Hay les Roses,48.7789659,2.338084,1,506026.0,nan,nan
1588,Saint-Légier,46.47171849999999,6.876770899999999,4,24023.0,nan,nan
1589,D-Bodenfelde,51.6395625,9.5573266,1,758914.0,nan,nan
1590,Martherenges,46.66107,6.75322,1,22654.0,nan,nan
1591,N-Lysaker,59.9131287,10.640499,1,1817747.0,nan,nan
1592,"GB-Methlick, Ellon Aberde",57.425211,-2.241669,1,1810188.0,nan,nan
1593,Chiasso,45.8366999,9.0246111,1,338488.0,8174,TI
1594,N-Indre Arna,60.41134820000001,5.4771334,1,2098862.0,nan,nan
1595,USA-Orlando,28.5383355,-81.3792365,1,,nan,nan
1596,F-Perrecy les Forges,46.6139579,4.216298,2,290007.0,nan,nan
1597,Chailly sur Montreux,46.451924,6.896046999999999,1,27231.0,nan,nan
1598,B-Sprimont,50.507009,5.661584100000001,2,580540.0,nan,nan
1599,F-Russange,49.480797,5.953402,1,428113.0,nan,nan
1600,Porsel,46.600002,6.866668,1,24020.0,nan,nan
1601,F-Le Teil,44.55061,4.683794,1,360553.0,nan,nan
1602,Chénens,46.7409687,7.0015049,1,46258.0,nan,nan
1603,I-Canegrate (MI),45.5658897,8.9242729,1,314952.0,nan,nan
